Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,87.18000030517578,86.01000213623047,86.62000274658203,86.94999694824219,2370400.0,79.74878692626953
2017-11-14,86.5999984741211,85.41000366210938,86.43000030517578,86.0,3369500.0,78.87747192382812
2017-11-15,87.95999908447266,85.16999816894531,85.18000030517578,87.62999725341797,2842800.0,80.37247467041016
2017-11-16,88.55999755859375,86.94000244140625,87.91999816894531,87.1500015258789,2017600.0,79.93221282958984
2017-11-17,88.2300033569336,86.88999938964844,86.93000030517578,87.83000183105469,1687300.0,80.55590057373047
2017-11-20,88.45999908447266,87.68000030517578,87.98999786376953,88.2699966430664,1602200.0,80.95947265625
2017-11-21,89.04000091552734,87.58000183105469,88.83999633789062,87.94999694824219,1298800.0,80.66597747802734
2017-11-22,88.13999938964844,87.0999984741211,87.9800033569336,87.26000213623047,1265200.0,80.03311157226562
2017-11-24,87.80000305175781,87.23999786376953,87.80000305175781,87.37999725341797,506400.0,80.14317321777344
2017-11-27,87.37999725341797,86.56999969482422,87.33000183105469,86.87000274658203,1629500.0,79.67543029785156
2017-11-28,89.8499984741211,86.69999694824219,87.22000122070312,89.75,2161700.0,82.31687927246094
2017-11-29,92.30999755859375,89.7300033569336,90.58000183105469,90.97000122070312,3229400.0,83.43584442138672
2017-11-30,93.41999816894531,91.41000366210938,91.66999816894531,92.0,3712000.0,84.38053894042969
2017-12-01,92.7699966430664,89.68000030517578,92.18000030517578,92.72000122070312,2647700.0,85.0409164428711
2017-12-04,96.23999786376953,94.16000366210938,94.44000244140625,94.88999938964844,3425700.0,87.03118133544922
2017-12-05,95.62000274658203,93.72000122070312,93.76000213623047,93.91000366210938,2262400.0,86.13236999511719
2017-12-06,94.19000244140625,93.11000061035156,93.62000274658203,93.87000274658203,1465600.0,86.0956802368164
2017-12-07,95.25,93.31999969482422,93.5199966430664,95.06999969482422,1745700.0,87.1962890625
2017-12-08,95.79000091552734,94.18000030517578,95.5,95.79000091552734,1701800.0,87.85665130615234
2017-12-11,96.08999633789062,95.2300033569336,96.0,95.97000122070312,1404300.0,88.0217514038086
2017-12-12,96.66999816894531,95.88999938964844,96.13999938964844,96.20999908447266,1828100.0,88.24187469482422
2017-12-13,96.4000015258789,94.69999694824219,96.25,94.72000122070312,1907000.0,86.8752670288086
2017-12-14,95.45999908447266,93.8499984741211,95.0,94.05999755859375,2001500.0,86.26992797851562
2017-12-15,97.30999755859375,94.8499984741211,95.0999984741211,96.30999755859375,4266600.0,88.33360290527344
2017-12-18,99.94999694824219,97.5999984741211,98.0,99.30999755859375,3005500.0,91.08512878417969
2017-12-19,99.88999938964844,98.66000366210938,99.80000305175781,98.73999786376953,2461400.0,90.56233215332031
2017-12-20,99.43000030517578,98.30999755859375,99.43000030517578,98.58999633789062,2031200.0,90.42474365234375
2017-12-21,99.7300033569336,98.70999908447266,98.80000305175781,99.5199966430664,1581800.0,91.27772521972656
2017-12-22,101.43000030517578,99.62000274658203,100.0,100.5,2065500.0,92.17656707763672
2017-12-26,100.5999984741211,99.2699966430664,100.30000305175781,99.91999816894531,1170700.0,91.64460754394531
2017-12-27,99.91000366210938,99.22000122070312,99.62999725341797,99.75,1183700.0,91.48869323730469
2017-12-28,100.58000183105469,99.63999938964844,100.08999633789062,100.30000305175781,1040900.0,91.99313354492188
2017-12-29,100.62999725341797,99.55999755859375,100.62999725341797,99.58000183105469,1119400.0,91.33277893066406
2018-01-02,100.19999694824219,98.76000213623047,100.08000183105469,99.61000061035156,1663700.0,91.36029815673828
2018-01-03,99.77999877929688,98.75,99.5,99.44000244140625,2323700.0,91.2043685913086
2018-01-04,102.16000366210938,99.69000244140625,100.36000061035156,101.41999816894531,2149100.0,93.02037811279297
2018-01-05,101.69999694824219,100.73999786376953,101.58000183105469,101.43000030517578,2058500.0,93.02955627441406
2018-01-08,101.44999694824219,100.51000213623047,101.41999816894531,100.80000305175781,1763400.0,92.45173645019531
2018-01-09,101.97000122070312,100.63999938964844,101.05000305175781,101.69000244140625,2164200.0,93.26800537109375
2018-01-10,103.69999694824219,101.30000305175781,101.69000244140625,103.13999938964844,2620600.0,94.59793090820312
2018-01-11,104.45999908447266,102.9000015258789,103.48999786376953,104.41999816894531,2177700.0,95.77191162109375
2018-01-12,106.4000015258789,104.55999755859375,104.91999816894531,105.43000030517578,2298000.0,96.69828796386719
2018-01-16,106.47000122070312,103.73999786376953,106.0,104.41999816894531,2675500.0,95.77191162109375
2018-01-17,105.54000091552734,103.25,105.01000213623047,104.38999938964844,2287300.0,95.74441528320312
2018-01-18,104.63999938964844,103.12999725341797,104.43000030517578,103.41000366210938,2637800.0,94.84557342529297
2018-01-19,104.41000366210938,102.11000061035156,102.69999694824219,104.37999725341797,2928900.0,95.73524475097656
2018-01-22,105.54000091552734,103.75,104.33000183105469,105.48999786376953,2407000.0,96.7532958984375
2018-01-23,105.91999816894531,103.87000274658203,105.19999694824219,105.70999908447266,2904100.0,96.95508575439453
2018-01-24,106.5,104.02999877929688,104.25,105.26000213623047,4170600.0,96.5423583984375
2018-01-25,105.9000015258789,103.69000244140625,105.55999755859375,104.26000213623047,2615700.0,95.62516784667969
2018-01-26,104.9800033569336,103.6500015258789,104.68000030517578,104.9000015258789,3036500.0,96.21217346191406
2018-01-29,105.7699966430664,104.33999633789062,104.54000091552734,104.5999984741211,2258000.0,95.93701171875
2018-01-30,104.91000366210938,103.45999908447266,104.0999984741211,103.47000122070312,1821800.0,94.90059661865234
2018-01-31,104.45999908447266,103.37999725341797,103.52999877929688,103.95999908447266,2231100.0,95.35004425048828
2018-02-01,104.75,103.0199966430664,103.7699966430664,104.72000122070312,1754600.0,96.04706573486328
2018-02-02,104.87999725341797,101.51000213623047,104.31999969482422,101.56999969482422,1826600.0,93.15794372558594
2018-02-05,102.06999969482422,95.58000183105469,100.54000091552734,97.0,3056400.0,88.96643829345703
2018-02-06,98.80000305175781,93.13999938964844,94.83000183105469,98.44000244140625,3956900.0,90.28719329833984
2018-02-07,99.62999725341797,97.88999938964844,97.91000366210938,98.12000274658203,2481300.0,89.99369049072266
2018-02-08,98.33000183105469,91.5999984741211,98.2699966430664,91.80000305175781,3962500.0,84.19710540771484
2018-02-09,93.5,88.75,92.31999969482422,92.0199966430664,5557800.0,84.76825714111328
2018-02-12,96.55000305175781,92.91999816894531,93.16000366210938,95.19000244140625,2766500.0,87.68842315673828
2018-02-13,95.51000213623047,93.66000366210938,94.5999984741211,95.30999755859375,2109200.0,87.79898834228516
2018-02-14,97.47000122070312,94.5999984741211,94.5999984741211,97.37999725341797,2506000.0,89.70584106445312
2018-02-15,99.31999969482422,97.27999877929688,98.29000091552734,98.66999816894531,2089200.0,90.8941650390625
2018-02-16,100.2699966430664,98.18000030517578,98.2699966430664,99.52999877929688,2136000.0,91.68640899658203
2018-02-20,99.76000213623047,98.08000183105469,98.7699966430664,98.45999908447266,2388500.0,90.70072937011719
2018-02-21,99.06999969482422,97.36000061035156,97.9800033569336,97.38999938964844,2833800.0,89.7150650024414
2018-02-22,98.55000305175781,96.43000030517578,97.97000122070312,96.66999816894531,1731200.0,89.05181121826172
2018-02-23,99.05999755859375,97.08000183105469,97.36000061035156,99.04000091552734,1351900.0,91.23501586914062
2018-02-26,100.77999877929688,98.80000305175781,99.19000244140625,100.75,2104700.0,92.81027221679688
2018-02-27,101.66999816894531,99.22000122070312,100.51000213623047,99.25,1797100.0,91.42848205566406
2018-02-28,100.4800033569336,97.9000015258789,99.9800033569336,97.93000030517578,1511300.0,90.21250915527344
